customer_id,country,city
13144,USA,London
13145,France,Berlin
13146,Canada,Paris
13147,USA,Paris
13148,Germany,New York
13149,Germany,Sydney
13150,Australia,Sydney
13151,UK,Toronto
13152,UK,Toronto
13153,Canada,Sydney
13154,Australia,Paris
13155,Canada,Paris
13156,France,London
13157,Australia,Toronto
13158,Canada,London
13159,UK,Sydney
13160,Australia,London
13161,France,London
13162,UK,Paris
13163,Germany,Toronto
13164,Germany,Sydney
13165,UK,New York
13166,UK,Sydney
13167,USA,Berlin
13168,France,Sydney
13169,Australia,Paris
13170,Australia,Toronto
13171,France,Paris
13172,Australia,Berlin
13173,USA,Toronto
13174,Germany,Berlin
13175,USA,Berlin
13176,Germany,Berlin
13177,France,London
13178,USA,London
13179,Canada,Toronto
13180,UK,London
13181,Canada,London
13182,France,Sydney
13183,Australia,Paris
13184,France,Toronto
13185,Germany,Berlin
13186,Canada,Toronto
13187,Canada,Paris
13188,Germany,New York
13189,UK,Sydney
13190,France,Berlin
13191,UK,Sydney
13192,USA,Paris
13193,USA,New York
13194,France,New York
13195,France,Berlin
13196,Canada,Toronto
13197,France,London
13198,Canada,New York
13199,France,Toronto
13200,Australia,Paris
13201,USA,Sydney
13202,Australia,Paris
13203,Germany,Berlin
13204,Canada,Berlin
13205,Germany,Toronto
13206,USA,London
13207,Australia,Paris
13208,Germany,Toronto
13209,USA,Paris
13210,Canada,Paris
13211,France,Toronto
13212,France,Berlin
13213,Canada,Sydney
13214,UK,Paris
13215,Germany,London
13216,France,Paris
13217,Germany,New York
13218,USA,London
13219,UK,Paris
13220,Germany,New York
13221,Canada,New York
13222,France,Toronto
13223,France,Paris
13224,Australia,Berlin
13225,Germany,New York
13226,Canada,London
13227,Canada,Paris
13228,Australia,Toronto
13229,France,New York
13230,USA,New York
13231,Australia,Toronto
13232,USA,Paris
13233,USA,Toronto
13234,USA,Toronto
13235,Germany,Toronto
13236,UK,Berlin
13237,France,New York
13238,USA,Berlin
13239,Canada,Toronto
13240,Germany,Sydney
13241,Canada,Paris
13242,Australia,Berlin
13243,USA,Sydney
13244,UK,Toronto
13245,Canada,Paris
13246,UK,Sydney
13247,France,New York
13248,France,Toronto
13249,France,London
13250,Canada,London
13251,Germany,New York
13252,UK,New York
13253,USA,Toronto
13254,Germany,Toronto
13255,Australia,New York
13256,France,Sydney
13257,Australia,Paris
13258,UK,Paris
13259,USA,Sydney
13260,Australia,Toronto
13261,USA,Toronto
13262,Australia,London
13263,USA,Berlin
13264,Germany,New York
13265,USA,Berlin
13266,France,Sydney
13267,France,Sydney
13268,France,London
13269,France,London
13270,Australia,Sydney
13271,UK,London
13272,Australia,Paris
13273,Australia,Berlin
13274,France,London
13275,USA,Berlin
13276,Australia,Sydney
13277,Canada,New York
13278,UK,Sydney
13279,France,Sydney
13280,USA,London
13281,France,Sydney
13282,UK,Paris
13283,Australia,London
13284,Australia,Toronto
13285,Australia,Paris
13286,France,Toronto
13287,UK,New York
13288,Germany,Sydney
13289,Australia,Sydney
13290,USA,Toronto
13291,Canada,Berlin
13292,UK,Toronto
13293,Australia,London
13294,UK,Toronto
13295,France,New York
13296,France,New York
13297,France,London
13298,UK,London
13299,Germany,Toronto
13300,UK,Toronto
13301,UK,Berlin
13302,France,London
13303,Germany,Berlin
13304,Canada,Paris
13305,UK,Toronto
13306,Canada,Toronto
13307,Australia,Berlin
13308,UK,New York
13309,UK,Berlin
13310,Germany,Paris
13311,USA,Berlin
13312,UK,New York
13313,France,Paris
13314,UK,Toronto
13315,France,Toronto
13316,Germany,Paris
13317,Australia,London
13318,UK,Sydney
13319,USA,London
13320,Canada,Sydney
13321,Germany,Paris
13322,Germany,London
13323,Australia,London
13324,France,Paris
13325,Australia,New York
13326,France,Berlin
13327,France,Toronto
13328,USA,Paris
13329,France,London
13330,Canada,Sydney
13331,USA,New York
13332,Canada,Paris
13333,USA,New York
13334,Germany,Toronto
13335,France,Berlin
13336,Australia,London
13337,Germany,London
13338,USA,Paris
13339,Canada,London
13340,Australia,Berlin
13341,UK,Sydney
13342,Canada,Sydney
13343,USA,New York
13344,Canada,Sydney
13345,France,London
13346,Germany,London
13347,Germany,Berlin
13348,France,Toronto
13349,Australia,Berlin
13350,UK,London
13351,UK,London
13352,France,London
13353,UK,New York
13354,Australia,Berlin
13355,USA,Berlin
13356,Germany,New York
13357,France,Paris
13358,Australia,Toronto
13359,Australia,New York
13360,France,Berlin
13361,Germany,London
13362,UK,Toronto
13363,UK,London
13364,Canada,New York
13365,Germany,Berlin
13366,Canada,London
13367,Australia,New York
13368,Canada,New York
13369,Germany,Berlin
13370,Germany,Sydney
13371,USA,New York
13372,Australia,Paris
13373,Germany,Sydney
13374,UK,New York
13375,UK,Toronto
13376,France,Toronto
13377,Germany,Sydney
13378,USA,Toronto
13379,France,Sydney
13380,Germany,London
13381,France,New York
13382,Canada,London
13383,Australia,London
13384,Australia,Sydney
13385,France,Paris
13386,USA,London
13387,Australia,Toronto
13388,France,New York
13389,Germany,Toronto
13390,Australia,Paris
13391,Australia,London
13392,USA,Sydney
13393,France,London
13394,USA,New York
13395,France,Toronto
13396,Australia,Sydney
13397,Canada,London
13398,UK,Toronto
13399,Canada,New York
13400,UK,Toronto
13401,Germany,Toronto
13402,Germany,Paris
13403,USA,Toronto
13404,UK,New York
13405,USA,Paris
13406,Germany,Toronto
13407,Germany,London
13408,USA,Paris
13409,Canada,Sydney
13410,Australia,Toronto
13411,France,Paris
13412,USA,Paris
13413,Germany,Berlin
13414,UK,London
13415,France,Berlin
13416,Australia,New York
13417,UK,London
13418,Australia,Paris
13419,France,Berlin
13420,Australia,Paris
13421,France,Berlin
13422,France,Berlin
13423,France,Sydney
13424,France,New York
13425,Germany,Sydney
13426,USA,London
13427,Canada,Toronto
13428,USA,Toronto
13429,Germany,Toronto
13430,UK,London
13431,Germany,Berlin
13432,USA,New York
13433,Canada,Toronto
13434,USA,Berlin
13435,Australia,Toronto
13436,France,London
13437,France,Sydney
13438,USA,New York
13439,Germany,London
13440,USA,Sydney
13441,Canada,Sydney
13442,UK,London
13443,USA,Sydney
13444,Germany,London
13445,USA,New York
13446,USA,Toronto
13447,Canada,Sydney
13448,Canada,New York
13449,Australia,Toronto
13450,USA,Paris
13451,France,New York
13452,France,Sydney
13453,Germany,Toronto
13454,Australia,Paris
13455,Germany,New York
13456,Canada,Berlin
13457,USA,New York
13458,Australia,Berlin
13459,Germany,Toronto
13460,Canada,Toronto
13461,Australia,London
13462,Australia,London
13463,UK,Paris
13464,USA,London
13465,UK,Toronto
13466,Canada,Sydney
13467,Canada,Paris
13468,Germany,Toronto
13469,Australia,Paris
13470,USA,Toronto
13471,UK,Sydney
13472,USA,Sydney
13473,USA,Berlin
13474,USA,Sydney
13475,Australia,Berlin
13476,USA,Sydney
13477,Canada,London
13478,Australia,New York
13479,UK,London
13480,UK,New York
13481,France,Paris
13482,Canada,London
13483,France,New York
13484,France,Paris
13485,Canada,London
13486,UK,London
13487,USA,Toronto
13488,UK,New York
13489,USA,Toronto
13490,Germany,London
13491,Australia,New York
13492,France,Sydney
13493,Australia,Berlin
13494,Germany,New York
13495,UK,Paris
13496,Australia,Paris
13497,Germany,London
13498,Australia,Berlin
13499,France,Sydney
13500,France,New York
13501,Germany,London
13502,UK,Berlin
13503,UK,New York
13504,France,Paris
13505,Canada,New York
13506,Australia,Paris
13507,Australia,Toronto
13508,Canada,Paris
13509,France,London
13510,Germany,London
13511,UK,Berlin
13512,Germany,Toronto
13513,USA,New York
13514,UK,Toronto
13515,Germany,New York
13516,France,Paris
13517,France,London
13518,Germany,London
13519,Australia,Toronto
13520,UK,Berlin
13521,UK,Toronto
13522,UK,London
13523,UK,New York
13524,Germany,Toronto
13525,France,Berlin
13526,France,New York
13527,Germany,New York
13528,USA,Paris
13529,UK,Berlin
13530,Australia,London
13531,USA,Sydney
13532,Germany,Paris
13533,Germany,New York
13534,UK,Sydney
13535,USA,Paris
13536,UK,Berlin
13537,Australia,Paris
13538,France,New York
13539,Germany,Toronto
13540,Canada,Toronto
13541,Germany,Toronto
13542,USA,London
13543,France,New York
13544,Australia,London
13545,USA,Paris
13546,Germany,New York
13547,Germany,Paris
13548,USA,London
13549,Germany,Paris
13550,UK,Sydney
13551,USA,Paris
13552,France,Toronto
13553,Germany,Berlin
13554,Germany,Berlin
13555,UK,Sydney
13556,Australia,London
13557,USA,New York
13558,Australia,Berlin
13559,USA,Berlin
13560,UK,Berlin
13561,Australia,London
13562,Canada,Berlin
13563,Canada,Paris
13564,UK,New York
13565,UK,Toronto
13566,Germany,Toronto
13567,Germany,Berlin
13568,Australia,London
13569,USA,Sydney
13570,Canada,Paris
13571,UK,Paris
13572,Germany,Paris
13573,Australia,Paris
13574,UK,Paris
13575,Australia,Toronto
13576,Canada,London
13577,Canada,Berlin
13578,USA,London
13579,France,London
13580,France,Sydney
13581,USA,Berlin
13582,UK,Paris
13583,UK,New York
13584,UK,Berlin
13585,France,Paris
13586,Canada,Sydney
13587,Australia,London
13588,UK,New York
13589,Germany,Paris
13590,Australia,New York
13591,UK,London
13592,Australia,London
13593,France,Toronto
13594,France,Berlin
13595,UK,Berlin
13596,Canada,Paris
13597,Australia,New York
13598,UK,London
13599,UK,Berlin
13600,Canada,London
13601,USA,London
13602,France,New York
13603,France,Berlin
13604,France,Paris
13605,France,Sydney
13606,Australia,New York
13607,Australia,Berlin
13608,USA,London
13609,Canada,Paris
13610,Australia,New York
13611,UK,Sydney
13612,USA,Paris
13613,Canada,Paris
13614,Germany,Sydney
13615,Canada,London
13616,USA,Berlin
13617,UK,Toronto
13618,France,Toronto
13619,France,Sydney
13620,Germany,Toronto
13621,France,London
13622,France,Toronto
13623,France,Toronto
13624,Canada,Sydney
13625,Germany,Berlin
13626,France,Paris
13627,Canada,Berlin
13628,UK,London
13629,USA,Berlin
13630,Germany,Paris
13631,Germany,New York
13632,Germany,Berlin
13633,Germany,New York
13634,France,Toronto
13635,Germany,Paris
13636,France,Berlin
13637,Canada,New York
13638,Canada,Sydney
13639,UK,Paris
13640,Canada,Toronto
13641,France,London
13642,France,New York
13643,Germany,London
13644,UK,Paris
13645,UK,London
13646,USA,Toronto
13647,UK,London
13648,UK,New York
13649,Germany,Toronto
13650,UK,Toronto
13651,Germany,Berlin
13652,USA,London
13653,France,Berlin
13654,France,Sydney
13655,UK,Sydney
13656,USA,Toronto
13657,Canada,Berlin
13658,Germany,London
13659,Canada,New York
13660,UK,Sydney
13661,Australia,Toronto
13662,USA,Paris
13663,Germany,Sydney
13664,Canada,Berlin
13665,UK,Berlin
13666,UK,London
13667,USA,Paris
13668,Germany,Paris
13669,Australia,New York
13670,Australia,London
13671,France,New York
13672,Germany,Berlin
13673,Germany,Sydney
13674,Canada,New York
13675,UK,London
13676,Germany,Sydney
13677,Canada,Berlin
13678,USA,Berlin
13679,USA,Paris
13680,USA,Toronto
13681,UK,London
13682,Canada,New York
13683,Germany,Sydney
13684,USA,New York
13685,Germany,London
13686,Germany,Toronto
13687,Germany,Paris
13688,Canada,New York
13689,Germany,Berlin
13690,Australia,New York
13691,Australia,Berlin
13692,USA,London
13693,Germany,Paris
13694,Germany,Paris
13695,France,New York
13696,Germany,Toronto
13697,UK,Sydney
13698,UK,Paris
13699,Germany,Berlin
13700,France,Toronto
13701,USA,Berlin
13702,Australia,Paris
13703,USA,Berlin
13704,USA,Paris
13705,Germany,New York
13706,France,Sydney
13707,UK,New York
13708,USA,Paris
13709,Australia,Toronto
13710,USA,Paris
13711,USA,Berlin
13712,Australia,Berlin
13713,Canada,London
13714,France,London
13715,France,Paris
13716,France,London
13717,UK,Toronto
13718,Australia,Paris
13719,Australia,New York
13720,USA,New York
13721,Australia,Paris
13722,USA,Sydney
13723,UK,Sydney
13724,UK,Berlin
13725,USA,New York
13726,France,Sydney
13727,Australia,Sydney
13728,Australia,London
13729,Canada,New York
13730,Australia,Paris
13731,Australia,Berlin
13732,France,Toronto
13733,Australia,New York
13734,Germany,Paris
13735,USA,London
13736,UK,Paris
13737,UK,London
13738,Australia,Toronto
13739,France,Paris
13740,Australia,Paris
13741,Canada,Sydney
13742,Australia,Toronto
13743,France,New York
13744,Australia,Paris
13745,USA,New York
13746,Australia,Sydney
13747,Canada,Sydney
13748,Germany,Berlin
13749,Australia,New York
13750,UK,Berlin
13751,Australia,Paris
13752,Canada,Paris
13753,Canada,New York
13754,Germany,Berlin
13755,Australia,Sydney
13756,Germany,New York
13757,UK,London
13758,Canada,Paris
13759,France,London
13760,USA,Paris
13761,UK,Berlin
13762,UK,Toronto
13763,USA,London
13764,UK,Berlin
13765,Germany,Berlin
13766,Canada,London
13767,Australia,London
13768,UK,New York
13769,Canada,Toronto
13770,Germany,Sydney
13771,USA,Berlin
13772,Canada,London
13773,France,Sydney
13774,USA,Berlin
13775,Australia,Paris
13776,Canada,London
13777,France,Toronto
13778,Germany,Sydney
13779,Germany,Berlin
13780,UK,New York
13781,USA,Berlin
13782,USA,Paris
13783,Canada,Toronto
13784,Australia,Paris
13785,Germany,Berlin
13786,Australia,Toronto
13787,Canada,Paris
13788,Canada,London
13789,Canada,London
13790,Canada,Toronto
13791,USA,Berlin
13792,Canada,Berlin
13793,Canada,Berlin
13794,Australia,London
13795,USA,London
13796,Canada,Berlin
13797,France,New York
13798,Australia,New York
13799,UK,Berlin
13800,UK,Berlin
13801,USA,New York
13802,Canada,London
13803,USA,Sydney
13804,France,London
13805,Canada,Toronto
13806,Australia,Paris
13807,UK,Sydney
13808,France,Sydney
13809,Australia,London
13810,Germany,Toronto
13811,USA,New York
13812,USA,Berlin
13813,Australia,Sydney
13814,Australia,Toronto
13815,Canada,Toronto
13816,France,Sydney
13817,Germany,Toronto
13818,USA,Berlin
13819,UK,New York
13820,Australia,Toronto
13821,France,Toronto
13822,France,New York
13823,UK,Berlin
13824,UK,Paris
13825,Germany,London
13826,Canada,Sydney
13827,Germany,Paris
13828,Germany,London
13829,France,Paris
13830,Canada,Toronto
13831,UK,New York
13832,Germany,Toronto
13833,Australia,Berlin
13834,USA,New York
13835,UK,Sydney
13836,France,London
13837,Australia,Berlin
13838,Germany,London
13839,Germany,New York
13840,Australia,Sydney
13841,France,Berlin
13842,Canada,Berlin
13843,Germany,Toronto
13844,Germany,Paris
13845,Germany,Berlin
13846,USA,Toronto
13847,UK,Paris
13848,Australia,Berlin
13849,USA,Berlin
13850,USA,Berlin
13851,Canada,Paris
13852,Germany,London
13853,Australia,Paris
13854,USA,London
13855,Canada,Paris
13856,UK,Berlin
13857,Canada,Berlin
13858,USA,New York
13859,France,Toronto
13860,Canada,Toronto
13861,UK,Berlin
13862,USA,New York
13863,Canada,Berlin
13864,Canada,Toronto
13865,France,Toronto
13866,Canada,Toronto
13867,Canada,Sydney
13868,Canada,London
13869,UK,New York
13870,Canada,London
13871,Germany,Toronto
13872,UK,Paris
13873,Australia,Berlin
13874,France,New York
13875,Germany,Berlin
13876,UK,Toronto
13877,Canada,Sydney
13878,France,New York
13879,USA,Sydney
13880,UK,Berlin
13881,Australia,London
13882,Australia,Sydney
13883,France,Berlin
13884,France,Paris
13885,Germany,London
13886,Canada,Sydney
13887,UK,London
13888,Germany,Paris
13889,UK,Paris
13890,Australia,Berlin
13891,France,Berlin
13892,France,Paris
13893,France,Paris
13894,UK,Sydney
13895,Germany,Toronto
13896,France,Toronto
13897,Australia,Berlin
13898,USA,Paris
13899,Canada,New York
13900,Australia,London
13901,USA,Paris
13902,UK,Paris
13903,Australia,London
13904,UK,Paris
13905,USA,London
13906,Australia,Berlin
13907,France,Sydney
13908,Canada,Berlin
13909,Germany,Toronto
13910,France,London
13911,Canada,Sydney
13912,UK,Sydney
13913,Canada,New York
13914,Australia,London
13915,Germany,Toronto
13916,UK,London
13917,Australia,Toronto
13918,Australia,Sydney
13919,France,London
13920,Australia,Paris
13921,Canada,Toronto
13922,France,Toronto
13923,Australia,Berlin
13924,Germany,Paris
13925,Australia,New York
13926,Australia,Toronto
13927,Australia,Berlin
13928,Canada,Sydney
13929,Canada,Sydney
13930,Germany,Toronto
13931,Canada,Toronto
13932,Canada,Berlin
13933,UK,Berlin
13934,Canada,Sydney
13935,Canada,New York
13936,Germany,Berlin
13937,France,New York
13938,Australia,New York
13939,USA,Sydney
13940,UK,Sydney
13941,Germany,Paris
13942,Canada,Sydney
13943,Australia,Toronto
13944,UK,London
13945,Australia,Sydney
13946,Germany,London
13947,Germany,Berlin
13948,UK,London
13949,USA,Paris
13950,Australia,Paris
13951,Germany,London
13952,Australia,Paris
13953,Germany,Sydney
13954,Australia,Berlin
13955,Australia,Berlin
13956,Australia,London
13957,France,Toronto
13958,Canada,New York
13959,UK,Berlin
13960,Germany,New York
13961,Australia,Paris
13962,UK,Toronto
13963,Australia,New York
13964,France,New York
13965,France,Sydney
13966,Germany,London
13967,France,Toronto
13968,Australia,Sydney
13969,Australia,Berlin
13970,Canada,New York
13971,France,Berlin
13972,France,Berlin
13973,Australia,Paris
13974,France,Berlin
13975,France,Toronto
13976,France,New York
13977,Australia,Toronto
13978,France,London
13979,France,Paris
13980,Canada,Sydney
13981,Australia,Sydney
13982,Canada,Paris
13983,USA,New York
13984,Germany,New York
13985,UK,London
13986,Germany,Toronto
13987,Canada,Paris
13988,France,New York
13989,UK,London
13990,Germany,Toronto
13991,Germany,Berlin
13992,Australia,Sydney
13993,UK,Berlin
13994,USA,Sydney
13995,Canada,Berlin
13996,Germany,Paris
13997,Australia,Sydney
13998,Australia,Paris
13999,France,Sydney
14000,France,Paris
14001,Germany,Toronto
14002,Germany,New York
14003,Australia,London
14004,France,Paris
14005,Australia,New York
14006,UK,Toronto
14007,USA,Sydney
14008,USA,Sydney
14009,UK,Toronto
14010,France,Toronto
14011,UK,New York
14012,Australia,New York
14013,France,Sydney
14014,Germany,Paris
14015,France,Toronto
14016,Australia,Sydney
14017,Germany,London
14018,France,Paris
14019,Germany,Toronto
14020,USA,Toronto
14021,France,Toronto
14022,Australia,Paris
14023,USA,Paris
14024,Canada,New York
14025,Canada,Berlin
14026,Germany,Sydney
14027,Australia,Berlin
14028,UK,Sydney
14029,Canada,Paris
14030,UK,London
14031,USA,Berlin
14032,USA,Sydney
14033,UK,Paris
14034,Canada,London
14035,France,New York
14036,UK,London
14037,Germany,Toronto
14038,Canada,London
14039,USA,Sydney
14040,France,Toronto
14041,Canada,Sydney
14042,USA,New York
14043,Australia,New York
14044,USA,Toronto
14045,France,London
14046,USA,Sydney
14047,USA,New York
14048,Australia,London
14049,France,New York
14050,Australia,Paris
14051,UK,Sydney
14052,France,New York
14053,USA,Toronto
14054,UK,Sydney
14055,Canada,Sydney
14056,UK,Paris
14057,Australia,Paris
14058,Australia,Berlin
14059,Australia,Paris
14060,Canada,Sydney
14061,Germany,Berlin
14062,Canada,London
14063,USA,Paris
14064,Australia,Toronto
14065,France,Paris
14066,UK,New York
14067,Germany,Sydney
14068,Australia,Berlin
14069,Germany,London
14070,Australia,London
14071,Australia,Toronto
14072,USA,London
14073,Canada,Sydney
14074,Canada,New York
14075,Canada,Sydney
14076,Australia,Toronto
14077,Australia,New York
14078,Germany,Paris
14079,France,Paris
14080,France,Berlin
14081,France,Toronto
14082,Australia,Sydney
14083,Canada,Toronto
14084,Germany,London
14085,France,London
14086,Australia,London
14087,Germany,Paris
14088,Australia,Paris
14089,Germany,Berlin
14090,France,Sydney
14091,USA,Paris
14092,UK,Sydney
14093,Australia,Paris
14094,Germany,Sydney
14095,Germany,Paris
14096,France,Paris
14097,UK,Paris
14098,France,Sydney
14099,USA,Sydney
14100,France,Toronto
14101,Canada,Toronto
14102,France,London
14103,Australia,Berlin
14104,Canada,London
14105,USA,Toronto
14106,Australia,London
14107,France,New York
14108,USA,Toronto
14109,UK,Toronto
14110,USA,New York
14111,USA,Sydney
14112,Germany,Sydney
14113,USA,Toronto
14114,France,Berlin
14115,Canada,Sydney
14116,France,New York
14117,Canada,Berlin
14118,Australia,London
14119,UK,Toronto
14120,UK,Toronto
14121,Australia,Sydney
14122,UK,Paris
14123,Canada,Berlin
14124,Canada,London
14125,Australia,New York
14126,UK,Paris
14127,Canada,London
14128,Germany,New York
14129,UK,London
14130,France,London
14131,France,London
14132,Canada,Berlin
14133,UK,Toronto
14134,Australia,Toronto
14135,Germany,New York
14136,France,Toronto
14137,France,Sydney
14138,Canada,Toronto
14139,France,New York
14140,UK,New York
14141,France,New York
14142,USA,Sydney
14143,Australia,Paris
14144,Germany,Berlin
14145,France,Toronto
14146,Germany,New York
14147,UK,Berlin
14148,France,Paris
14149,USA,Sydney
14150,Germany,Sydney
14151,France,Paris
14152,Australia,New York
14153,France,Toronto
14154,Canada,Sydney
14155,Canada,London
14156,France,New York
14157,UK,Sydney
14158,France,Sydney
14159,UK,Sydney
14160,Australia,London
14161,Canada,Sydney
14162,UK,Paris
14163,USA,New York
14164,UK,Berlin
14165,Canada,Sydney
14166,France,Sydney
14167,Canada,Berlin
14168,UK,Sydney
14169,UK,Berlin
14170,France,Toronto
14171,USA,Paris
14172,Australia,London
14173,Germany,Berlin
14174,USA,Sydney
14175,Australia,Toronto
14176,USA,Paris
14177,France,London
14178,France,Sydney
14179,Germany,Berlin
14180,France,Toronto
14181,Germany,Toronto
14182,Germany,London
14183,UK,Sydney
14184,Germany,Sydney
14185,Germany,New York
14186,Australia,New York
14187,Canada,New York
14188,UK,Berlin
14189,Canada,New York
14190,Australia,London
14191,France,Paris
14192,France,London
14193,Australia,Paris
14194,Australia,London
14195,Canada,Berlin
14196,UK,Toronto
14197,Australia,Toronto
14198,Australia,Sydney
14199,Germany,Paris
14200,UK,Paris
14201,USA,Paris
14202,France,New York
14203,UK,Paris
14204,USA,London
14205,Australia,Sydney
14206,USA,Paris
14207,France,Paris
14208,UK,Toronto
14209,Australia,Toronto
14210,Australia,Paris
14211,UK,London
14212,Germany,Berlin
14213,Australia,Toronto
14214,UK,Toronto
14215,UK,Toronto
14216,Germany,Sydney
14217,Germany,Paris
14218,Australia,Sydney
14219,Canada,London
14220,Australia,London
14221,Australia,London
14222,Canada,Toronto
14223,Germany,Berlin
14224,Canada,Paris
14225,UK,Sydney
14226,Australia,Toronto
14227,Canada,Paris
14228,Australia,Paris
14229,Canada,Toronto
14230,UK,New York
14231,USA,London
14232,France,London
14233,Australia,Sydney
14234,USA,Sydney
14235,UK,Sydney
14236,France,Paris
14237,Australia,London
14238,France,London
14239,Australia,Berlin
14240,Germany,New York
14241,UK,New York
14242,Germany,Sydney
14243,France,Sydney
14244,UK,Paris
14245,France,Toronto
14246,Germany,Berlin
14247,USA,New York
14248,France,New York
14249,Canada,New York
14250,Australia,New York
14251,France,Paris
14252,Canada,Sydney
14253,Australia,Sydney
14254,USA,Paris
14255,USA,New York
14256,Australia,Sydney
14257,France,Paris
14258,Australia,New York
14259,USA,Paris
14260,France,Toronto
14261,Germany,London
14262,USA,London
14263,UK,Sydney
14264,Germany,Berlin
14265,Australia,Toronto
14266,Canada,Paris
14267,Germany,Sydney
14268,UK,Paris
14269,UK,Paris
14270,Canada,New York
14271,Canada,Toronto
14272,France,London
14273,Australia,Berlin
14274,UK,New York
14275,France,Berlin
14276,UK,Paris
14277,Germany,Sydney
14278,Canada,Sydney
14279,France,Sydney
14280,UK,Berlin
14281,Germany,London
14282,Australia,New York
14283,UK,London
14284,Germany,London
14285,Germany,New York
14286,Canada,London
14287,USA,Toronto
14288,Germany,Toronto
14289,Australia,New York
14290,Canada,Toronto
14291,UK,Toronto
14292,USA,Berlin
14293,Australia,Sydney
14294,UK,Paris
14295,Germany,Toronto
14296,UK,New York
14297,Germany,Paris
14298,Germany,Toronto
14299,France,Paris
14300,UK,London
14301,UK,London
14302,UK,London
14303,Canada,Berlin
14304,Australia,Paris
14305,UK,Berlin
14306,France,London
14307,France,Paris
14308,UK,New York
14309,Australia,Berlin
14310,Germany,Toronto
14311,France,Paris
14312,Germany,New York
14313,UK,New York
14314,UK,Toronto
14315,UK,Sydney
14316,Germany,London
14317,Australia,London
14318,France,Sydney
14319,Canada,Sydney
14320,UK,New York
14321,USA,New York
14322,France,Berlin
14323,Canada,New York
14324,Australia,New York
14325,USA,Paris
14326,Canada,Paris
14327,Canada,Sydney
14328,France,Sydney
14329,Germany,Sydney
14330,Australia,Berlin
14331,Canada,Berlin
14332,Australia,Paris
14333,Germany,New York
14334,Australia,London
14335,Australia,Berlin
14336,France,Paris
14337,Germany,Toronto
14338,France,Toronto
14339,USA,Berlin
14340,UK,Paris
14341,Canada,Toronto
14342,Australia,Toronto
14343,UK,Berlin
14344,France,Sydney
14345,Australia,Sydney
14346,Germany,Paris
14347,USA,New York
14348,USA,Paris
14349,Australia,Paris
14350,Canada,London
14351,USA,Toronto
14352,USA,Berlin
14353,USA,London
14354,France,Berlin
14355,Australia,Paris
14356,France,Berlin
14357,Germany,London
14358,Germany,London
14359,UK,Toronto
14360,UK,Toronto
14361,USA,Toronto
14362,UK,Sydney
14363,Australia,Berlin
14364,UK,New York
14365,Australia,London
14366,USA,Sydney
14367,UK,London
14368,Canada,Paris
14369,USA,Toronto
14370,USA,London
14371,USA,Paris
14372,UK,London
14373,Canada,London
14374,Germany,Paris
14375,UK,Sydney
14376,Germany,Toronto
14377,Germany,Paris
14378,USA,Toronto
14379,USA,Toronto
14380,Canada,Berlin
14381,UK,Sydney
14382,UK,Sydney
14383,Canada,Sydney
14384,Australia,London
14385,UK,Berlin
14386,UK,Toronto
14387,UK,Toronto
14388,Germany,Toronto
14389,Germany,Paris
14390,Canada,Toronto
14391,Germany,London
14392,Australia,Paris
14393,Australia,Berlin
14394,France,London
14395,Germany,London
14396,France,London
14397,USA,Sydney
14398,Australia,Paris
14399,USA,Paris
14400,Germany,Sydney
14401,UK,New York
14402,Australia,Sydney
14403,UK,Sydney
14404,UK,Toronto
14405,Australia,Sydney
14406,France,New York
14407,USA,Sydney
14408,France,Sydney
14409,Germany,London
14410,UK,London
14411,Germany,Toronto
14412,UK,Sydney
14413,Canada,Toronto
14414,UK,Toronto
14415,Australia,New York
14416,USA,New York
14417,Australia,New York
14418,Australia,Toronto
14419,UK,Sydney
14420,Canada,Sydney
14421,Canada,Sydney
14422,Australia,Sydney
14423,Australia,Berlin
14424,Germany,New York
14425,Canada,Paris
14426,Australia,Berlin
14427,Australia,Toronto
14428,Canada,New York
14429,Germany,London
14430,Canada,Berlin
14431,France,New York
14432,France,New York
14433,USA,Toronto
14434,USA,Berlin
14435,Canada,Toronto
14436,Germany,New York
14437,UK,Sydney
14438,Australia,Sydney
14439,Germany,Toronto
14440,Germany,Berlin
14441,Germany,Berlin
14442,Australia,Sydney
14443,Australia,Toronto
14444,Germany,Toronto
14445,Germany,Sydney
14446,Germany,Paris
14447,Canada,London
14448,France,London
14449,Australia,Paris
14450,Germany,Berlin
14451,USA,Toronto
14452,Australia,London
14453,Germany,Paris
14454,Germany,New York
14455,Canada,New York
14456,France,London
14457,Australia,Sydney
14458,Australia,New York
14459,France,London
14460,USA,Toronto
14461,Canada,Berlin
14462,Germany,Toronto
14463,Germany,Berlin
14464,UK,Sydney
14465,Australia,Toronto
14466,Canada,Toronto
14467,Australia,Toronto
14468,Australia,Sydney
14469,Germany,Paris
14470,Germany,Paris
14471,Germany,London
14472,Germany,Paris
14473,UK,London
14474,Australia,London
14475,France,New York
14476,Canada,Paris
14477,Canada,Paris
14478,USA,London
14479,USA,London
14480,Canada,London
14481,Australia,London
14482,Canada,New York
14483,Australia,Berlin
14484,France,New York
14485,Germany,Sydney
14486,France,Paris
14487,USA,Toronto
14488,UK,Sydney
14489,Germany,London
14490,USA,Sydney
14491,Germany,London
14492,Canada,Sydney
14493,France,Toronto
14494,Germany,Berlin
14495,UK,London
14496,USA,Sydney
14497,France,Sydney
14498,France,Sydney
