return_id,order_number,return_date,return_reason,return_amount
81133,SO63848,12/6/2023,Wrong Item,402
81134,SO55296,11/11/2023,Wrong Item,230
81135,SO50219,12/18/2023,Wrong Item,279
81136,SO52475,6/9/2023,Wrong Item,57
81137,SO72310,8/2/2023,Wrong Item,468
81138,SO67837,7/24/2023,Unsatisfied,80
81139,SO76864,6/15/2023,Unsatisfied,64
81140,SO51569,6/24/2023,Defective,416
81141,SO75214,4/18/2023,Wrong Item,211
81142,SO72898,3/30/2023,Size Mismatch,154
81143,SO61387,3/3/2023,Size Mismatch,135
81144,SO51315,8/4/2023,Size Mismatch,355
81145,SO70694,4/7/2023,Size Mismatch,284
81146,SO50965,7/4/2023,Size Mismatch,279
81147,SO50853,9/14/2023,Size Mismatch,114
81148,SO64085,2/1/2023,Defective,412
81149,SO74705,3/28/2023,Wrong Item,272
81150,SO55900,11/1/2023,Unsatisfied,439
81151,SO58762,12/27/2023,Unsatisfied,477
81152,SO69502,2/23/2023,Size Mismatch,120
81153,SO77518,4/14/2023,Size Mismatch,289
81154,SO66787,4/4/2023,Wrong Item,402
81155,SO67861,12/13/2023,Defective,342
81156,SO62658,4/22/2023,Size Mismatch,21
81157,SO78714,1/16/2023,Unsatisfied,23
81158,SO72570,5/31/2023,Defective,486
81159,SO58916,5/1/2023,Defective,186
81160,SO61151,3/22/2023,Size Mismatch,446
81161,SO73411,8/29/2023,Unsatisfied,54
81162,SO70958,2/24/2023,Defective,434
81163,SO79858,1/1/2024,Unsatisfied,273
81164,SO65515,1/21/2023,Unsatisfied,159
81165,SO58856,11/11/2023,Size Mismatch,459
81166,SO63382,2/2/2023,Defective,210
81167,SO55183,2/18/2023,Wrong Item,212
81168,SO56033,3/20/2023,Defective,108
81169,SO79638,10/12/2023,Wrong Item,314
81170,SO62385,3/18/2023,Unsatisfied,68
81171,SO58357,1/10/2023,Unsatisfied,318
81172,SO57104,2/19/2023,Size Mismatch,254
81173,SO54153,8/28/2023,Wrong Item,305
81174,SO72183,3/21/2023,Defective,338
81175,SO63672,10/15/2023,Defective,455
81176,SO69348,2/28/2023,Defective,330
81177,SO59868,9/16/2023,Defective,324
81178,SO71563,9/13/2023,Unsatisfied,153
81179,SO63287,1/1/2023,Wrong Item,301
81180,SO64570,4/13/2023,Defective,270
81181,SO63069,2/25/2023,Wrong Item,346
81182,SO69270,10/7/2023,Defective,285
81183,SO77745,9/28/2023,Size Mismatch,250
81184,SO56186,4/2/2023,Defective,407
81185,SO55208,3/12/2023,Defective,149
81186,SO62199,5/13/2023,Size Mismatch,469
81187,SO59206,3/8/2023,Size Mismatch,196
81188,SO52459,5/23/2023,Defective,433
81189,SO52866,9/23/2023,Defective,342
81190,SO54233,11/1/2023,Wrong Item,181
81191,SO50774,1/3/2023,Size Mismatch,274
81192,SO61378,9/15/2023,Size Mismatch,125
81193,SO70348,8/11/2023,Defective,222
81194,SO50657,4/8/2023,Defective,480
81195,SO74305,12/5/2023,Unsatisfied,381
81196,SO60908,3/13/2023,Unsatisfied,106
81197,SO71266,8/5/2023,Wrong Item,149
81198,SO53574,11/19/2023,Wrong Item,492
81199,SO60320,1/24/2023,Wrong Item,26
81200,SO65175,8/17/2023,Unsatisfied,141
81201,SO57567,3/11/2023,Size Mismatch,62
81202,SO54147,8/6/2023,Defective,100
81203,SO62689,9/30/2023,Wrong Item,136
81204,SO51106,3/13/2023,Defective,367
81205,SO53868,5/4/2023,Wrong Item,26
81206,SO66273,2/23/2023,Size Mismatch,304
81207,SO70166,12/24/2023,Defective,69
81208,SO70440,5/14/2023,Defective,498
81209,SO79266,5/31/2023,Defective,488
81210,SO60432,12/31/2023,Size Mismatch,295
81211,SO76474,4/28/2023,Defective,300
81212,SO67503,2/20/2023,Defective,360
81213,SO79055,8/6/2023,Defective,177
81214,SO64868,10/18/2023,Unsatisfied,61
81215,SO75009,10/5/2023,Size Mismatch,446
81216,SO78647,6/18/2023,Wrong Item,113
81217,SO62223,5/25/2023,Size Mismatch,143
81218,SO60344,6/11/2023,Unsatisfied,78
81219,SO73587,7/24/2023,Size Mismatch,347
81220,SO51202,2/21/2023,Size Mismatch,374
81221,SO64033,12/8/2023,Size Mismatch,384
81222,SO79007,6/16/2023,Size Mismatch,468
81223,SO57378,11/26/2023,Size Mismatch,362
81224,SO70762,8/18/2023,Defective,91
81225,SO67121,8/22/2023,Defective,40
81226,SO79675,8/31/2023,Unsatisfied,325
81227,SO63591,5/20/2023,Defective,236
81228,SO62102,8/28/2023,Unsatisfied,190
81229,SO74382,12/12/2023,Size Mismatch,432
81230,SO52558,11/20/2023,Wrong Item,292
81231,SO62915,6/28/2023,Defective,310
81232,SO73128,7/24/2023,Size Mismatch,432
81233,SO68705,12/25/2023,Unsatisfied,495
81234,SO63800,1/17/2023,Unsatisfied,472
81235,SO55578,9/20/2023,Unsatisfied,65
81236,SO67807,5/20/2023,Defective,289
81237,SO69944,4/18/2023,Wrong Item,145
81238,SO72911,11/12/2023,Wrong Item,223
81239,SO51605,4/2/2023,Wrong Item,471
81240,SO67242,12/25/2023,Defective,474
81241,SO61931,11/8/2023,Defective,123
81242,SO63475,2/15/2023,Unsatisfied,265
81243,SO67909,7/21/2023,Wrong Item,265
81244,SO74533,12/11/2023,Size Mismatch,102
81245,SO53448,11/4/2023,Defective,41
81246,SO54133,11/14/2023,Unsatisfied,120
81247,SO65245,11/16/2023,Wrong Item,22
81248,SO73007,10/8/2023,Defective,142
81249,SO51856,7/23/2023,Defective,125
81250,SO66675,5/14/2023,Size Mismatch,80
81251,SO74677,8/23/2023,Wrong Item,112
81252,SO64921,2/18/2023,Size Mismatch,314
81253,SO73897,9/21/2023,Defective,464
81254,SO76786,5/6/2023,Defective,374
81255,SO53176,1/20/2023,Size Mismatch,89
81256,SO63361,10/9/2023,Defective,403
81257,SO51944,8/22/2023,Defective,206
81258,SO79427,12/22/2023,Unsatisfied,282
81259,SO50090,6/17/2023,Wrong Item,488
81260,SO75402,12/22/2023,Wrong Item,317
81261,SO51376,8/19/2023,Defective,95
81262,SO78288,6/13/2023,Unsatisfied,88
81263,SO78078,12/6/2023,Wrong Item,187
81264,SO51553,2/14/2023,Unsatisfied,385
81265,SO74664,9/21/2023,Defective,429
81266,SO57986,10/19/2023,Unsatisfied,408
81267,SO63407,5/10/2023,Unsatisfied,323
81268,SO55043,11/22/2023,Unsatisfied,363
81269,SO51856,9/7/2023,Wrong Item,403
81270,SO52276,9/16/2023,Wrong Item,258
81271,SO51762,7/27/2023,Wrong Item,221
81272,SO78252,12/5/2023,Size Mismatch,148
81273,SO63200,9/7/2023,Defective,43
81274,SO63998,1/8/2023,Unsatisfied,496
81275,SO70469,8/27/2023,Size Mismatch,454
81276,SO65778,7/18/2023,Unsatisfied,264
81277,SO74965,11/9/2023,Size Mismatch,22
81278,SO67083,9/4/2023,Defective,63
81279,SO78140,7/23/2023,Unsatisfied,179
81280,SO50490,9/28/2023,Unsatisfied,426
81281,SO75152,12/11/2023,Unsatisfied,491
81282,SO70021,6/9/2023,Wrong Item,156
81283,SO75683,7/12/2023,Size Mismatch,355
81284,SO52001,8/20/2023,Size Mismatch,293
81285,SO63690,12/9/2023,Wrong Item,335
81286,SO52606,11/2/2023,Wrong Item,399
81287,SO66745,4/18/2023,Wrong Item,355
81288,SO64572,7/8/2023,Unsatisfied,86
81289,SO63513,11/18/2023,Size Mismatch,76
81290,SO69855,1/1/2023,Size Mismatch,254
81291,SO67126,1/29/2023,Wrong Item,66
81292,SO52035,2/1/2023,Size Mismatch,375
81293,SO73120,4/15/2023,Unsatisfied,379
81294,SO72575,9/3/2023,Unsatisfied,225
81295,SO67835,12/26/2023,Unsatisfied,270
81296,SO73985,7/14/2023,Wrong Item,55
81297,SO76771,3/14/2023,Wrong Item,328
81298,SO75435,10/1/2023,Size Mismatch,158
81299,SO59760,7/30/2023,Wrong Item,292
81300,SO54734,2/14/2023,Size Mismatch,287
81301,SO65326,7/9/2023,Size Mismatch,25
81302,SO67629,11/18/2023,Unsatisfied,76
81303,SO78426,5/21/2023,Defective,420
81304,SO56077,8/18/2023,Defective,226
81305,SO54604,3/21/2023,Size Mismatch,204
81306,SO60689,3/2/2023,Defective,202
81307,SO76449,11/6/2023,Size Mismatch,27
81308,SO64311,12/31/2023,Unsatisfied,276
81309,SO67476,2/11/2023,Wrong Item,156
81310,SO57738,7/13/2023,Size Mismatch,56
81311,SO64506,1/23/2023,Wrong Item,470
81312,SO62015,3/19/2023,Unsatisfied,261
81313,SO53994,9/22/2023,Defective,339
81314,SO68522,5/17/2023,Size Mismatch,351
81315,SO76045,2/22/2023,Defective,141
81316,SO56714,4/18/2023,Unsatisfied,475
81317,SO51340,5/25/2023,Unsatisfied,233
81318,SO70151,10/14/2023,Wrong Item,334
81319,SO67852,2/18/2023,Wrong Item,258
81320,SO71166,4/25/2023,Unsatisfied,246
81321,SO51791,10/31/2023,Wrong Item,344
81322,SO63880,9/25/2023,Defective,308
81323,SO50125,9/30/2023,Size Mismatch,294
81324,SO77411,7/10/2023,Size Mismatch,421
81325,SO73416,10/14/2023,Unsatisfied,230
81326,SO77007,6/27/2023,Unsatisfied,51
81327,SO63915,12/20/2023,Defective,23
81328,SO62669,3/31/2023,Defective,32
81329,SO54848,3/13/2023,Size Mismatch,351
81330,SO65616,7/20/2023,Defective,146
81331,SO71189,7/20/2023,Unsatisfied,237
81332,SO59426,3/8/2023,Defective,126
81333,SO71643,9/13/2023,Unsatisfied,90
81334,SO75262,6/28/2023,Defective,361
81335,SO58734,8/30/2023,Wrong Item,284
81336,SO51204,9/15/2023,Unsatisfied,74
81337,SO57896,1/28/2023,Defective,32
81338,SO67220,5/3/2023,Size Mismatch,403
81339,SO73622,6/25/2023,Wrong Item,48
81340,SO53664,11/21/2023,Defective,246
81341,SO53237,1/2/2023,Size Mismatch,138
81342,SO59249,10/4/2023,Defective,462
81343,SO73186,12/8/2023,Defective,35
81344,SO51320,12/7/2023,Defective,336
81345,SO50158,1/29/2023,Unsatisfied,492
81346,SO63910,8/21/2023,Size Mismatch,228
81347,SO78161,8/11/2023,Wrong Item,58
81348,SO70838,8/13/2023,Wrong Item,148
81349,SO62625,6/27/2023,Defective,191
81350,SO56328,1/1/2023,Unsatisfied,387
81351,SO50426,9/17/2023,Defective,340
81352,SO60882,3/15/2023,Defective,287
81353,SO63846,10/13/2023,Size Mismatch,399
81354,SO64651,9/18/2023,Size Mismatch,330
81355,SO69334,10/25/2023,Unsatisfied,489
81356,SO64479,2/12/2023,Defective,86
81357,SO76035,9/4/2023,Size Mismatch,157
81358,SO66497,10/25/2023,Unsatisfied,46
81359,SO51867,5/15/2023,Wrong Item,72
81360,SO63704,10/23/2023,Defective,296
81361,SO56399,4/25/2023,Wrong Item,139
81362,SO76595,1/31/2023,Wrong Item,59
81363,SO61013,6/18/2023,Size Mismatch,153
81364,SO63846,11/3/2023,Wrong Item,267
81365,SO56176,3/23/2023,Defective,74
81366,SO68734,10/11/2023,Size Mismatch,62
81367,SO71137,2/8/2023,Defective,427
81368,SO62657,4/23/2023,Size Mismatch,230
81369,SO69961,8/23/2023,Defective,181
81370,SO51960,10/17/2023,Wrong Item,189
81371,SO50052,12/15/2023,Defective,139
81372,SO65289,7/11/2023,Defective,164
81373,SO62547,9/26/2023,Unsatisfied,239
81374,SO60646,10/24/2023,Size Mismatch,231
81375,SO71015,1/14/2023,Unsatisfied,472
81376,SO56893,11/2/2023,Wrong Item,397
81377,SO50592,6/22/2023,Wrong Item,464
81378,SO60063,8/19/2023,Unsatisfied,44
81379,SO50004,6/13/2023,Size Mismatch,40
81380,SO64870,12/16/2023,Size Mismatch,211
81381,SO69072,7/23/2023,Defective,348
81382,SO74327,11/11/2023,Unsatisfied,357
81383,SO69301,6/23/2023,Wrong Item,142
81384,SO60834,11/14/2023,Wrong Item,386
81385,SO55871,9/10/2023,Size Mismatch,228
81386,SO62677,8/4/2023,Defective,425
81387,SO76935,1/7/2023,Unsatisfied,307
81388,SO52616,9/8/2023,Wrong Item,353
81389,SO57378,1/1/2023,Defective,65
81390,SO67575,11/4/2023,Unsatisfied,470
81391,SO52334,10/1/2023,Size Mismatch,435
81392,SO69940,1/2/2023,Defective,385
81393,SO78458,7/4/2023,Defective,390
81394,SO67630,1/12/2023,Wrong Item,415
81395,SO75216,8/18/2023,Wrong Item,182
81396,SO68513,3/21/2023,Unsatisfied,74
81397,SO71129,11/4/2023,Defective,351
81398,SO54312,12/22/2023,Unsatisfied,88
81399,SO77106,10/22/2023,Size Mismatch,400
81400,SO78704,8/12/2023,Unsatisfied,174
81401,SO74335,10/31/2023,Size Mismatch,448
81402,SO53513,12/16/2023,Size Mismatch,84
81403,SO75103,7/6/2023,Size Mismatch,162
81404,SO60394,7/7/2023,Defective,319
81405,SO76054,3/31/2023,Wrong Item,388
81406,SO66359,4/1/2023,Size Mismatch,386
81407,SO63882,7/31/2023,Wrong Item,97
81408,SO63054,6/11/2023,Size Mismatch,396
81409,SO67071,11/13/2023,Unsatisfied,252
81410,SO58352,6/19/2023,Defective,492
81411,SO53196,9/6/2023,Defective,200
81412,SO69600,11/20/2023,Unsatisfied,74
81413,SO55750,4/2/2023,Unsatisfied,376
81414,SO57998,11/2/2023,Unsatisfied,166
81415,SO72411,7/31/2023,Defective,424
81416,SO64309,2/23/2023,Unsatisfied,359
81417,SO55645,7/24/2023,Size Mismatch,307
81418,SO61659,4/19/2023,Unsatisfied,411
81419,SO78413,3/25/2023,Size Mismatch,160
81420,SO52623,1/23/2023,Unsatisfied,393
81421,SO78647,10/26/2023,Wrong Item,466
81422,SO51852,12/26/2023,Unsatisfied,266
81423,SO54237,11/19/2023,Wrong Item,246
81424,SO59558,9/9/2023,Wrong Item,227
81425,SO65799,10/29/2023,Unsatisfied,142
81426,SO77651,2/24/2023,Wrong Item,470
81427,SO77436,1/20/2023,Wrong Item,55
81428,SO62393,9/4/2023,Unsatisfied,396
81429,SO51079,10/24/2023,Unsatisfied,53
81430,SO71500,11/24/2023,Defective,461
81431,SO58428,5/31/2023,Unsatisfied,418
81432,SO54180,5/8/2023,Unsatisfied,426
81433,SO63265,12/10/2023,Defective,116
81434,SO77615,2/10/2023,Size Mismatch,336
81435,SO66467,3/5/2023,Wrong Item,413
81436,SO57292,4/3/2023,Wrong Item,185
81437,SO64782,1/28/2023,Defective,140
81438,SO54534,4/16/2023,Size Mismatch,287
81439,SO68957,9/23/2023,Defective,156
81440,SO78925,6/15/2023,Unsatisfied,203
81441,SO71949,7/19/2023,Wrong Item,399
81442,SO78961,5/9/2023,Defective,89
81443,SO76338,7/25/2023,Size Mismatch,294
81444,SO60231,8/12/2023,Wrong Item,401
81445,SO71703,3/29/2023,Defective,76
81446,SO74284,5/16/2023,Wrong Item,341
81447,SO70621,1/16/2023,Size Mismatch,330
81448,SO53230,9/14/2023,Defective,236
81449,SO67386,8/17/2023,Wrong Item,387
81450,SO70465,7/6/2023,Defective,108
81196,SO60908,3/13/2023,Unsatisfied,106
81197,SO71266,8/5/2023,Wrong Item,149
81198,SO53574,11/19/2023,Wrong Item,492
81199,SO60320,1/24/2023,Wrong Item,26
81200,SO65175,8/17/2023,Unsatisfied,141
81201,SO57567,3/11/2023,Size Mismatch,62
81202,SO54147,8/6/2023,Defective,100
81203,SO62689,9/30/2023,Wrong Item,136
81204,SO51106,3/13/2023,Defective,367
81205,SO53868,5/4/2023,Wrong Item,26
81206,SO66273,2/23/2023,Size Mismatch,304
81207,SO70166,12/24/2023,Defective,69
81208,SO70440,5/14/2023,Defective,498
81209,SO79266,5/31/2023,Defective,488
81210,SO60432,12/31/2023,Size Mismatch,295
81211,SO76474,4/28/2023,Defective,300
81212,SO67503,2/20/2023,Defective,360
81213,SO79055,8/6/2023,Defective,177
81214,SO64868,10/18/2023,Unsatisfied,61
81470,SO51261,11/30/2023,Wrong Item,66
81471,SO63853,11/4/2023,Defective,437
81472,SO51347,1/19/2023,Defective,166
81473,SO75340,7/27/2023,Unsatisfied,243
81474,SO55332,11/22/2023,Unsatisfied,276
81475,SO59431,9/1/2023,Wrong Item,134
81476,SO64822,4/20/2023,Size Mismatch,454
81477,SO73917,8/31/2023,Defective,406
81478,SO76119,5/6/2023,Unsatisfied,81
81479,SO68976,1/20/2023,Unsatisfied,147
81480,SO61343,12/2/2023,Size Mismatch,398
81481,SO54487,7/26/2023,Defective,371
81482,SO74790,8/13/2023,Defective,121
81483,SO52499,7/22/2023,Wrong Item,331
81484,SO73901,4/20/2023,Unsatisfied,248
81485,SO64864,11/8/2023,Unsatisfied,283
81486,SO61471,1/4/2023,Size Mismatch,161
81487,SO60998,11/13/2023,Defective,366
81488,SO68211,1/19/2023,Size Mismatch,172
81489,SO52064,12/18/2023,Size Mismatch,163
81490,SO73245,8/16/2023,Defective,145
81491,SO56204,4/29/2023,Size Mismatch,25
81492,SO77149,10/28/2023,Wrong Item,240
81493,SO68198,3/11/2023,Size Mismatch,297
81494,SO66226,2/23/2023,Wrong Item,21
81495,SO53466,10/24/2023,Unsatisfied,236
81496,SO56409,4/10/2023,Wrong Item,56
81497,SO73354,5/15/2023,Defective,461
81498,SO78643,9/26/2023,Unsatisfied,145
81499,SO70668,5/1/2023,Defective,372
81500,SO73217,5/13/2023,Wrong Item,414
81501,SO54859,5/10/2023,Wrong Item,305
81502,SO58927,8/1/2023,Wrong Item,407
81503,SO73928,3/25/2023,Wrong Item,144
81504,SO52389,10/10/2023,Size Mismatch,307
81505,SO67158,11/26/2023,Size Mismatch,307
81506,SO67549,1/5/2023,Wrong Item,413
81507,SO50539,11/26/2023,Size Mismatch,160
81508,SO74825,11/14/2023,Wrong Item,205
81509,SO52228,2/8/2023,Defective,224
81510,SO64013,9/16/2023,Unsatisfied,335
81511,SO50383,11/7/2023,Size Mismatch,119
81512,SO71353,8/21/2023,Size Mismatch,401
81513,SO64519,8/30/2023,Defective,135
81514,SO50047,7/15/2023,Unsatisfied,229
81515,SO62125,11/3/2023,Wrong Item,447
81516,SO68728,7/11/2023,Defective,212
81517,SO60140,2/15/2023,Wrong Item,288
81518,SO70080,8/7/2023,Unsatisfied,210
81519,SO52532,3/21/2023,Unsatisfied,284
81520,SO75423,3/22/2023,Unsatisfied,120
81521,SO55750,10/22/2023,Size Mismatch,203
81522,SO68783,9/24/2023,Wrong Item,85
81523,SO79485,1/1/2024,Wrong Item,65
81524,SO55804,3/11/2023,Wrong Item,185
81525,SO54740,4/21/2023,Wrong Item,306
81526,SO69735,12/19/2023,Defective,205
81527,SO74715,12/13/2023,Defective,165
81528,SO63412,8/4/2023,Size Mismatch,341
81529,SO51485,9/4/2023,Defective,353
81530,SO66591,6/6/2023,Unsatisfied,235
81531,SO71423,2/22/2023,Size Mismatch,66
81532,SO59083,11/11/2023,Wrong Item,415
81533,SO51455,1/23/2023,Unsatisfied,178
81534,SO67432,2/9/2023,Wrong Item,136
81535,SO63158,6/14/2023,Wrong Item,278
81536,SO73825,12/10/2023,Defective,141
81537,SO50542,5/29/2023,Unsatisfied,395
81538,SO60574,2/5/2023,Wrong Item,108
81539,SO78322,11/10/2023,Defective,313
81540,SO68741,7/8/2023,Size Mismatch,444
81541,SO77117,6/8/2023,Size Mismatch,190
81542,SO72977,9/2/2023,Wrong Item,41
81543,SO52783,5/17/2023,Wrong Item,124
81544,SO50328,4/1/2023,Wrong Item,305
81545,SO56794,2/3/2023,Unsatisfied,97
81546,SO73469,5/23/2023,Unsatisfied,376
81547,SO61302,7/4/2023,Size Mismatch,343
81548,SO58879,1/31/2023,Wrong Item,230
81549,SO64722,1/14/2023,Size Mismatch,102
81550,SO59556,7/13/2023,Defective,55
81551,SO75420,11/7/2023,Defective,190
81552,SO66170,1/16/2023,Unsatisfied,246
81553,SO78297,8/20/2023,Wrong Item,152
81554,SO52958,4/23/2023,Defective,489
81555,SO79237,9/26/2023,Defective,42
81556,SO70579,12/5/2023,Wrong Item,404
81557,SO52720,7/14/2023,Wrong Item,364
81558,SO67319,6/17/2023,Wrong Item,353
81559,SO55049,7/29/2023,Unsatisfied,246
81560,SO65847,1/7/2023,Unsatisfied,499
81561,SO52783,4/3/2023,Unsatisfied,287
81562,SO74498,9/12/2023,Unsatisfied,234
81563,SO53410,1/27/2023,Unsatisfied,119
81564,SO65680,5/8/2023,Unsatisfied,261
81565,SO62817,11/8/2023,Size Mismatch,465
81566,SO79957,4/1/2023,Defective,119
81567,SO76494,10/31/2023,Defective,129
81568,SO65479,10/25/2023,Wrong Item,165
81569,SO57817,11/28/2023,Defective,100
81570,SO66713,4/12/2023,Unsatisfied,488
81571,SO54665,12/3/2023,Defective,189
81572,SO58805,2/17/2023,Size Mismatch,315
81573,SO55086,3/13/2023,Wrong Item,207
81574,SO67636,12/3/2023,Defective,60
81575,SO69684,3/18/2023,Size Mismatch,217
81576,SO67822,12/10/2023,Defective,172
81577,SO56267,3/30/2023,Size Mismatch,456
81578,SO54940,4/9/2023,Wrong Item,269
81579,SO66151,7/15/2023,Size Mismatch,312
81580,SO74962,7/31/2023,Unsatisfied,214
81581,SO76744,12/9/2023,Size Mismatch,380
81582,SO51649,2/6/2023,Defective,446
81583,SO70105,2/2/2023,Wrong Item,360
81584,SO50980,1/10/2023,Size Mismatch,45
81585,SO66508,3/25/2023,Defective,409
81586,SO79999,10/12/2023,Defective,483
81587,SO53187,7/22/2023,Defective,196
81588,SO56160,7/29/2023,Unsatisfied,41
81589,SO78462,3/7/2023,Unsatisfied,476
81590,SO52735,7/27/2023,Unsatisfied,82
81591,SO60633,5/21/2023,Defective,437
81592,SO62133,10/21/2023,Size Mismatch,419
81593,SO76722,1/11/2023,Unsatisfied,203
81594,SO75881,1/5/2023,Size Mismatch,294
81595,SO72435,3/17/2023,Size Mismatch,161
81596,SO70498,7/16/2023,Size Mismatch,452
81597,SO62923,3/18/2023,Wrong Item,243
81598,SO61195,12/30/2023,Size Mismatch,412
81599,SO73832,2/21/2023,Wrong Item,268
81600,SO64509,8/5/2023,Unsatisfied,37
81601,SO69318,8/1/2023,Size Mismatch,416
81602,SO70888,9/6/2023,Size Mismatch,183
81603,SO73179,12/16/2023,Unsatisfied,209
81604,SO63986,8/23/2023,Unsatisfied,320
81605,SO55822,5/13/2023,Unsatisfied,199
81606,SO55913,5/26/2023,Defective,276
81607,SO59090,10/11/2023,Size Mismatch,50
81608,SO58631,6/28/2023,Wrong Item,42
81609,SO78389,12/22/2023,Size Mismatch,30
81610,SO63701,10/10/2023,Defective,100
81611,SO57898,10/8/2023,Wrong Item,399
81612,SO76069,9/11/2023,Size Mismatch,408
81613,SO72950,1/24/2023,Unsatisfied,291
81614,SO55134,8/14/2023,Wrong Item,40
81615,SO57060,1/10/2023,Defective,490
81616,SO58232,2/14/2023,Defective,390
81617,SO59564,4/15/2023,Size Mismatch,49
81618,SO62634,1/29/2023,Unsatisfied,398
81619,SO61500,9/4/2023,Wrong Item,336
81620,SO61810,5/30/2023,Size Mismatch,467
81621,SO74017,7/30/2023,Defective,416
81622,SO70283,11/27/2023,Unsatisfied,488
81623,SO79848,2/2/2023,Unsatisfied,270
81624,SO66304,10/15/2023,Wrong Item,444
81625,SO68845,6/15/2023,Wrong Item,80
81626,SO79395,7/3/2023,Unsatisfied,213
81627,SO51238,9/7/2023,Unsatisfied,290
81628,SO60256,10/30/2023,Size Mismatch,118
81629,SO51144,9/7/2023,Defective,399
81630,SO59488,1/1/2024,Defective,406
81631,SO54765,4/11/2023,Size Mismatch,461
81632,SO69882,6/9/2023,Unsatisfied,494
81633,SO59327,10/5/2023,Defective,58
81634,SO67450,1/8/2023,Size Mismatch,149
81635,SO72717,9/18/2023,Size Mismatch,465
81636,SO78728,9/10/2023,Defective,238
81637,SO74770,11/10/2023,Wrong Item,83
81638,SO69370,10/27/2023,Wrong Item,76
81639,SO61905,11/27/2023,Size Mismatch,251
81640,SO55960,7/5/2023,Unsatisfied,27
81641,SO61556,6/4/2023,Wrong Item,195
81642,SO72611,12/1/2023,Wrong Item,204
81643,SO71215,3/17/2023,Wrong Item,85
81644,SO55042,12/11/2023,Defective,305
81645,SO50742,8/23/2023,Wrong Item,200
81646,SO66577,6/11/2023,Size Mismatch,479
81647,SO64471,9/6/2023,Unsatisfied,165
81648,SO69705,10/13/2023,Wrong Item,455
81649,SO55898,9/17/2023,Size Mismatch,381
81650,SO55970,4/26/2023,Size Mismatch,174
81651,SO55108,3/30/2023,Unsatisfied,302
81652,SO60351,8/31/2023,Unsatisfied,225
81653,SO51301,10/3/2023,Size Mismatch,82
81654,SO74194,10/12/2023,Wrong Item,279
81655,SO78527,7/3/2023,Unsatisfied,368
81656,SO51977,5/29/2023,Wrong Item,369
81657,SO62033,8/11/2023,Unsatisfied,453
81658,SO57536,1/30/2023,Defective,356
81659,SO55075,3/28/2023,Unsatisfied,72
81660,SO54903,11/2/2023,Unsatisfied,162
81661,SO55108,11/28/2023,Size Mismatch,304
81662,SO53365,4/8/2023,Wrong Item,151
81663,SO51875,1/18/2023,Defective,248
81664,SO75343,5/9/2023,Unsatisfied,358
81665,SO73694,1/17/2023,Wrong Item,388
81666,SO71223,10/31/2023,Size Mismatch,301
81667,SO62366,5/12/2023,Unsatisfied,53
81668,SO72209,8/4/2023,Size Mismatch,252
81669,SO54058,3/20/2023,Wrong Item,400
81670,SO54456,1/1/2023,Wrong Item,248
81671,SO78666,1/26/2023,Wrong Item,48
81672,SO51572,6/5/2023,Defective,411
81673,SO68349,1/10/2023,Wrong Item,71
81674,SO79823,3/14/2023,Wrong Item,415
81675,SO67347,6/3/2023,Unsatisfied,123
81676,SO55678,1/20/2023,Defective,111
81677,SO73103,5/10/2023,Defective,99
81678,SO74895,9/8/2023,Defective,114
81679,SO76497,5/5/2023,Defective,33
81680,SO73715,11/13/2023,Unsatisfied,239
81681,SO61227,10/13/2023,Size Mismatch,108
81682,SO60860,11/28/2023,Size Mismatch,123
81683,SO63807,3/24/2023,Unsatisfied,485
81684,SO69207,9/1/2023,Defective,386
81685,SO60467,10/12/2023,Wrong Item,134
81686,SO70456,1/22/2023,Size Mismatch,144
81687,SO56664,2/28/2023,Defective,259
81688,SO60669,4/20/2023,Defective,339
81689,SO66645,5/1/2023,Wrong Item,168
81690,SO78932,12/23/2023,Size Mismatch,178
81691,SO75168,8/26/2023,Size Mismatch,72
81692,SO62539,5/9/2023,Defective,338
81693,SO51831,5/21/2023,Defective,461
81694,SO65076,11/2/2023,Wrong Item,387
81695,SO62123,7/2/2023,Wrong Item,164
81696,SO51318,5/11/2023,Wrong Item,46
81697,SO59967,2/20/2023,Wrong Item,286
81698,SO63369,11/22/2023,Defective,445
81699,SO74269,8/31/2023,Wrong Item,290
81700,SO79826,12/19/2023,Wrong Item,245
81701,SO57331,10/26/2023,Size Mismatch,406
81702,SO63395,1/20/2023,Wrong Item,485
81703,SO63549,12/14/2023,Size Mismatch,438
81704,SO69018,3/20/2023,Wrong Item,174
81705,SO78586,7/21/2023,Wrong Item,136
81706,SO78111,6/16/2023,Unsatisfied,213
81707,SO62932,11/19/2023,Size Mismatch,132
81708,SO52675,4/17/2023,Wrong Item,412
81709,SO54509,11/7/2023,Unsatisfied,165
81710,SO56090,9/4/2023,Size Mismatch,119
81711,SO69780,6/10/2023,Defective,291
81712,SO59252,3/24/2023,Defective,328
81713,SO74757,6/16/2023,Wrong Item,51
81714,SO54097,8/24/2023,Unsatisfied,186
81715,SO71913,1/28/2023,Defective,324
81716,SO70526,8/20/2023,Size Mismatch,279
81717,SO75675,3/9/2023,Wrong Item,176
81718,SO68705,9/24/2023,Size Mismatch,35
81719,SO73687,1/27/2023,Wrong Item,172
81720,SO76323,8/25/2023,Size Mismatch,77
81721,SO69731,9/28/2023,Wrong Item,391
81722,SO60021,3/3/2023,Defective,284
