product_id,subcategory,maintenance_required,product_line
1391,Tires,Yes,Mountain
1392,Helmets,No,Standard
1393,Jerseys,No,Touring
1394,Road Bikes,No,Standard
1395,Mountain Bikes,No,Touring
1396,Jerseys,No,Touring
1397,Mountain Bikes,No,Standard
1398,Helmets,Yes,Standard
1399,Tires,Yes,Road
1400,Tires,No,Standard
1401,Jerseys,No,Touring
1402,Road Bikes,No,Road
1403,Mountain Bikes,Yes,Road
1404,Helmets,Yes,Touring
1405,Road Bikes,No,Road
1406,Mountain Bikes,No,Mountain
1407,Mountain Bikes,Yes,Mountain
1408,Tires,No,Touring
1409,Road Bikes,No,Mountain
1410,Jerseys,No,Road
1411,Mountain Bikes,No,Touring
1412,Helmets,No,Standard
1413,Mountain Bikes,Yes,Road
1414,Mountain Bikes,No,Standard
1415,Jerseys,Yes,Standard
1416,Jerseys,No,Touring
1417,Tires,Yes,Touring
1418,Helmets,No,Road
1419,Tires,Yes,Road
1420,Helmets,Yes,Mountain
1421,Road Bikes,No,Touring
1422,Tires,No,Road
1423,Helmets,No,Road
1424,Jerseys,No,Standard
1425,Mountain Bikes,Yes,Standard
1426,Road Bikes,Yes,Mountain
1427,Road Bikes,No,Road
1428,Road Bikes,No,Mountain
1429,Helmets,No,Touring
1430,Jerseys,Yes,Mountain
1431,Jerseys,No,Mountain
1432,Road Bikes,No,Road
1433,Helmets,No,Road
1434,Mountain Bikes,No,Road
1435,Mountain Bikes,No,Touring
1436,Road Bikes,Yes,Mountain
1437,Helmets,No,Touring
1438,Jerseys,No,Touring
1439,Tires,Yes,Road
1440,Jerseys,No,Road
1441,Mountain Bikes,Yes,Mountain
1442,Jerseys,No,Road
1443,Helmets,No,Mountain
1444,Mountain Bikes,No,Road
1445,Road Bikes,No,Road
1446,Road Bikes,Yes,Mountain
1447,Helmets,No,Mountain
1448,Mountain Bikes,Yes,Standard
1449,Tires,No,Touring
1450,Helmets,Yes,Touring
1451,Tires,Yes,Mountain
1452,Road Bikes,No,Mountain
1453,Tires,Yes,Mountain
1454,Tires,No,Standard
1455,Road Bikes,No,Standard
1456,Road Bikes,Yes,Touring
1457,Helmets,Yes,Mountain
1458,Tires,Yes,Touring
1459,Helmets,No,Standard
1460,Road Bikes,No,Mountain
1461,Jerseys,No,Mountain
1462,Tires,No,Mountain
1463,Tires,Yes,Mountain
1464,Mountain Bikes,Yes,Touring
1465,Helmets,Yes,Road
1466,Jerseys,Yes,Road
1467,Tires,No,Standard
1468,Jerseys,No,Touring
1469,Road Bikes,Yes,Mountain
1470,Tires,Yes,Mountain
1471,Road Bikes,Yes,Touring
1472,Road Bikes,No,Standard
1473,Helmets,No,Mountain
1474,Helmets,No,Touring
1475,Tires,No,Road
1476,Helmets,Yes,Touring
1477,Road Bikes,No,Standard
1478,Mountain Bikes,Yes,Road
1479,Mountain Bikes,Yes,Standard
1480,Tires,Yes,Standard
1481,Mountain Bikes,Yes,Mountain
1482,Tires,No,Mountain
1483,Mountain Bikes,Yes,Mountain
1484,Mountain Bikes,No,Mountain
1485,Mountain Bikes,Yes,Mountain
1486,Road Bikes,No,Road
1487,Jerseys,Yes,Road
1488,Helmets,Yes,Road
1489,Helmets,No,Road
1490,Mountain Bikes,No,Mountain
1491,Jerseys,No,Touring
1492,Helmets,No,Standard
1493,Road Bikes,No,Road
1494,Tires,Yes,Touring
1495,Tires,No,Touring
1496,Mountain Bikes,No,Mountain
1497,Tires,Yes,Touring
1498,Helmets,No,Touring
1499,Mountain Bikes,Yes,Mountain
1500,Mountain Bikes,Yes,Touring
1501,Jerseys,Yes,Touring
1502,Road Bikes,No,Mountain
1503,Road Bikes,No,Touring
1504,Mountain Bikes,No,Road
1505,Jerseys,Yes,Standard
1506,Jerseys,Yes,Touring
1507,Tires,Yes,Standard
1508,Tires,Yes,Mountain
1509,Jerseys,No,Touring
1510,Road Bikes,No,Standard
1511,Mountain Bikes,No,Road
1512,Tires,No,Touring
1513,Jerseys,Yes,Standard
1514,Mountain Bikes,No,Road
1515,Jerseys,Yes,Road
1516,Mountain Bikes,Yes,Mountain
1517,Road Bikes,No,Road
1518,Tires,Yes,Mountain
1519,Mountain Bikes,No,Touring
1520,Road Bikes,No,Touring
1521,Helmets,No,Touring
1522,Jerseys,No,Road
1523,Road Bikes,Yes,Standard
1524,Tires,No,Road
1525,Jerseys,Yes,Road
1526,Tires,No,Road
1527,Helmets,No,Mountain
1528,Helmets,No,Standard
1529,Jerseys,Yes,Mountain
1530,Helmets,Yes,Standard
1531,Road Bikes,No,Standard
1532,Helmets,No,Mountain
1533,Mountain Bikes,Yes,Standard
1534,Jerseys,Yes,Touring
1535,Road Bikes,No,Standard
1536,Tires,No,Mountain
1537,Tires,No,Standard
1538,Road Bikes,No,Touring
1539,Helmets,Yes,Mountain
1540,Tires,No,Standard
1541,Helmets,Yes,Road
1542,Helmets,Yes,Road
1543,Jerseys,Yes,Standard
1544,Helmets,Yes,Road
1545,Helmets,No,Standard
1546,Mountain Bikes,No,Touring
1547,Helmets,No,Touring
1548,Helmets,Yes,Standard
1549,Helmets,Yes,Standard
1550,Helmets,Yes,Standard
1551,Mountain Bikes,Yes,Road
1552,Jerseys,No,Standard
1553,Road Bikes,No,Road
1554,Mountain Bikes,No,Standard
1555,Tires,No,Touring
1556,Road Bikes,No,Road
1557,Helmets,No,Touring
1558,Tires,No,Mountain
1559,Jerseys,Yes,Standard
1560,Tires,Yes,Standard
1561,Helmets,No,Mountain
1562,Mountain Bikes,No,Standard
1563,Jerseys,Yes,Mountain
1564,Mountain Bikes,Yes,Mountain
1565,Road Bikes,No,Standard
1566,Road Bikes,Yes,Mountain
1567,Mountain Bikes,Yes,Mountain
1568,Jerseys,Yes,Touring
1569,Mountain Bikes,No,Standard
1570,Road Bikes,No,Standard
1571,Road Bikes,Yes,Road
1572,Mountain Bikes,Yes,Standard
1573,Helmets,No,Standard
1574,Tires,Yes,Standard
1575,Mountain Bikes,No,Mountain
1576,Helmets,No,Standard
1577,Helmets,No,Standard
1578,Mountain Bikes,Yes,Touring
1579,Helmets,Yes,Mountain
1580,Helmets,No,Mountain
1581,Helmets,Yes,Road
1582,Road Bikes,Yes,Touring
1583,Mountain Bikes,Yes,Standard
1584,Road Bikes,No,Mountain
1585,Tires,No,Standard
1586,Mountain Bikes,Yes,Standard
1587,Jerseys,No,Mountain
1588,Road Bikes,Yes,Standard
1589,Road Bikes,Yes,Touring
1590,Road Bikes,Yes,Road
1591,Tires,Yes,Standard
1592,Jerseys,Yes,Standard
1593,Jerseys,No,Road
1594,Jerseys,Yes,Road
1595,Road Bikes,No,Road
1596,Mountain Bikes,Yes,Touring
1597,Road Bikes,No,Standard
1598,Mountain Bikes,No,Touring
1599,Tires,No,Standard
1600,Mountain Bikes,No,Touring
1601,Jerseys,Yes,Road
1602,Jerseys,No,Road
1603,Mountain Bikes,No,Standard
1604,Tires,No,Mountain
1605,Road Bikes,No,Mountain
1606,Tires,Yes,Mountain
1607,Jerseys,No,Mountain
1608,Mountain Bikes,No,Touring
1609,Mountain Bikes,Yes,Road
1610,Road Bikes,Yes,Road
1611,Jerseys,Yes,Touring
1612,Tires,Yes,Touring
1613,Helmets,Yes,Road
1614,Tires,No,Mountain
1615,Helmets,Yes,Mountain
1616,Helmets,Yes,Standard
1617,Mountain Bikes,Yes,Road
1618,Road Bikes,Yes,Mountain
1619,Jerseys,Yes,Mountain
1620,Road Bikes,Yes,Touring
1621,Mountain Bikes,No,Standard
1622,Road Bikes,No,Touring
1623,Road Bikes,No,Road
1624,Jerseys,Yes,Mountain
1625,Helmets,Yes,Standard
1626,Road Bikes,Yes,Touring
1627,Helmets,Yes,Touring
1628,Road Bikes,No,Road
1629,Mountain Bikes,Yes,Road
1630,Road Bikes,Yes,Touring
1631,Tires,No,Standard
1632,Road Bikes,No,Mountain
1633,Helmets,Yes,Road
1634,Jerseys,Yes,Mountain
1635,Tires,Yes,Standard
1636,Road Bikes,Yes,Standard
1637,Mountain Bikes,No,Mountain
1638,Tires,Yes,Road
1639,Jerseys,Yes,Road
1640,Helmets,Yes,Road
1641,Road Bikes,No,Touring
1642,Road Bikes,Yes,Touring
1643,Helmets,Yes,Touring
1644,Jerseys,No,Road
1645,Mountain Bikes,Yes,Mountain
1646,Jerseys,Yes,Standard
1647,Road Bikes,Yes,Standard
1648,Tires,No,Mountain
1649,Road Bikes,Yes,Road
1650,Helmets,Yes,Road
1651,Mountain Bikes,No,Touring
1652,Helmets,No,Touring
1653,Mountain Bikes,No,Road
1654,Tires,No,Mountain
1655,Mountain Bikes,Yes,Mountain
1656,Jerseys,Yes,Mountain
1657,Mountain Bikes,No,Standard
1658,Tires,No,Road
1659,Mountain Bikes,No,Touring
1660,Tires,No,Mountain
1661,Road Bikes,No,Touring
1662,Jerseys,Yes,Road
1663,Road Bikes,Yes,Mountain
1664,Helmets,No,Touring
1665,Helmets,Yes,Standard
1666,Mountain Bikes,No,Mountain
1667,Tires,Yes,Road
1668,Jerseys,No,Standard
1669,Tires,No,Touring
1670,Helmets,Yes,Road
1671,Jerseys,Yes,Touring
1672,Tires,Yes,Standard
1673,Helmets,No,Standard
1674,Tires,Yes,Road
1675,Jerseys,Yes,Touring
1676,Tires,Yes,Touring
1677,Mountain Bikes,No,Road
1678,Mountain Bikes,No,Standard
1679,Helmets,Yes,Road
1680,Helmets,Yes,Mountain
1681,Mountain Bikes,No,Mountain
1682,Helmets,Yes,Road
1683,Tires,No,Road
1684,Mountain Bikes,Yes,Touring
1685,Helmets,Yes,Mountain
1686,Mountain Bikes,No,Road
1687,Road Bikes,Yes,Standard
1688,Tires,Yes,Touring
1689,Road Bikes,No,Mountain
1690,Mountain Bikes,Yes,Touring
1691,Mountain Bikes,No,Touring
1692,Jerseys,Yes,Road
1693,Jerseys,No,Touring
1694,Helmets,Yes,Standard
1695,Road Bikes,No,Touring
1696,Helmets,No,Road
1697,Mountain Bikes,No,Touring
1698,Jerseys,No,Road
1699,Helmets,Yes,Standard
1700,Jerseys,No,Mountain
1701,Road Bikes,No,Touring
1702,Tires,No,Road
1703,Helmets,No,Standard
1704,Tires,Yes,Touring
1705,Tires,Yes,Touring
1706,Jerseys,Yes,Touring
1707,Helmets,No,Touring
1708,Tires,Yes,Road
1709,Jerseys,No,Standard
1710,Road Bikes,No,Touring
1711,Tires,No,Standard
1712,Helmets,Yes,Mountain
1713,Jerseys,Yes,Touring
1714,Helmets,No,Standard
1715,Mountain Bikes,No,Road
1716,Tires,No,Standard
1717,Jerseys,No,Road
1718,Road Bikes,No,Mountain
1719,Road Bikes,Yes,Road
1720,Jerseys,No,Standard
1721,Jerseys,No,Standard
1722,Helmets,No,Touring
1723,Mountain Bikes,No,Road
1724,Jerseys,Yes,Road
1725,Mountain Bikes,Yes,Standard
1726,Road Bikes,No,Mountain
1727,Road Bikes,Yes,Standard
1728,Mountain Bikes,No,Mountain
1729,Mountain Bikes,Yes,Mountain
1730,Helmets,Yes,Standard
1731,Mountain Bikes,No,Road
1732,Mountain Bikes,No,Mountain
1733,Tires,Yes,Road
1734,Mountain Bikes,No,Road
1735,Mountain Bikes,Yes,Mountain
1736,Mountain Bikes,No,Touring
1737,Mountain Bikes,Yes,Standard
1738,Jerseys,Yes,Road
1739,Helmets,Yes,Road
1740,Road Bikes,No,Standard
1741,Road Bikes,Yes,Touring
1742,Helmets,Yes,Touring
1743,Mountain Bikes,Yes,Road
1744,Road Bikes,Yes,Standard
1745,Jerseys,No,Mountain
1746,Mountain Bikes,No,Mountain
1747,Mountain Bikes,Yes,Touring
1748,Mountain Bikes,Yes,Standard
1749,Mountain Bikes,No,Mountain
1750,Jerseys,No,Touring
1751,Mountain Bikes,No,Standard
1752,Jerseys,Yes,Standard
1753,Tires,Yes,Mountain
1754,Tires,No,Standard
1755,Road Bikes,No,Road
1756,Jerseys,Yes,Road
1757,Mountain Bikes,Yes,Road
1758,Helmets,No,Touring
1759,Tires,No,Standard
1760,Tires,No,Mountain
1761,Helmets,No,Standard
1762,Road Bikes,Yes,Touring
1763,Tires,Yes,Road
1764,Road Bikes,No,Mountain
1765,Mountain Bikes,Yes,Standard
1766,Mountain Bikes,Yes,Road
1767,Mountain Bikes,Yes,Mountain
1768,Tires,No,Mountain
1769,Jerseys,Yes,Standard
1770,Road Bikes,Yes,Road
1771,Jerseys,Yes,Road
1772,Mountain Bikes,No,Road
1773,Helmets,No,Touring
1774,Mountain Bikes,No,Touring
1775,Mountain Bikes,Yes,Road
1776,Road Bikes,Yes,Touring
1777,Jerseys,Yes,Mountain
1778,Mountain Bikes,Yes,Mountain
1779,Jerseys,No,Touring
1780,Road Bikes,No,Road
1781,Road Bikes,No,Mountain
1782,Jerseys,Yes,Standard
1783,Tires,Yes,Touring
1784,Tires,No,Road
1785,Helmets,Yes,Road
1786,Mountain Bikes,Yes,Road
1787,Road Bikes,Yes,Road
1788,Helmets,No,Road
1789,Tires,No,Road
1790,Tires,No,Touring
1791,Mountain Bikes,No,Touring
1792,Mountain Bikes,Yes,Touring
1793,Mountain Bikes,No,Mountain
1794,Road Bikes,Yes,Road
1795,Tires,Yes,Road
1796,Mountain Bikes,No,Road
1797,Tires,Yes,Touring
1798,Road Bikes,No,Road
1799,Road Bikes,No,Touring
1800,Mountain Bikes,No,Touring
1801,Tires,No,Standard
1802,Jerseys,Yes,Road
1803,Mountain Bikes,No,Standard
1804,Mountain Bikes,No,Mountain
1805,Tires,Yes,Road
1806,Helmets,Yes,Standard
1807,Jerseys,No,Road
1808,Road Bikes,Yes,Road
1809,Mountain Bikes,Yes,Touring
1810,Tires,Yes,Touring
1811,Jerseys,No,Mountain
1812,Jerseys,No,Standard
1813,Jerseys,Yes,Standard
1814,Tires,Yes,Touring
1815,Road Bikes,No,Mountain
1816,Road Bikes,Yes,Mountain
1817,Helmets,Yes,Touring
1818,Helmets,Yes,Standard
1819,Jerseys,Yes,Mountain
1820,Mountain Bikes,Yes,Road
1821,Tires,Yes,Standard
1822,Mountain Bikes,Yes,Mountain
1823,Jerseys,Yes,Mountain
1824,Mountain Bikes,Yes,Standard
1825,Road Bikes,No,Road
1826,Jerseys,No,Road
1827,Helmets,Yes,Road
1828,Jerseys,Yes,Mountain
1829,Road Bikes,No,Standard
1830,Tires,Yes,Standard
1831,Road Bikes,No,Standard
1832,Mountain Bikes,Yes,Road
1833,Road Bikes,Yes,Touring
1834,Jerseys,No,Standard
1835,Road Bikes,No,Standard
1836,Mountain Bikes,No,Mountain
1837,Road Bikes,Yes,Road
1838,Jerseys,No,Mountain
1839,Tires,Yes,Road
1840,Helmets,Yes,Mountain
1841,Mountain Bikes,Yes,Standard
1842,Road Bikes,No,Standard
1843,Helmets,No,Mountain
1844,Jerseys,Yes,Road
1845,Tires,Yes,Standard
1846,Mountain Bikes,Yes,Road
1847,Road Bikes,No,Road
1848,Jerseys,Yes,Touring
1849,Mountain Bikes,Yes,Touring
1850,Mountain Bikes,No,Road
1851,Tires,Yes,Touring
1852,Road Bikes,No,Road
1853,Mountain Bikes,Yes,Touring
1854,Road Bikes,No,Touring
1855,Helmets,Yes,Mountain
1856,Mountain Bikes,No,Mountain
1857,Helmets,Yes,Standard
1858,Tires,Yes,Road
1859,Helmets,No,Touring
1860,Mountain Bikes,No,Road
1861,Mountain Bikes,Yes,Road
1862,Mountain Bikes,No,Mountain
1863,Helmets,Yes,Mountain
1864,Helmets,No,Standard
1865,Jerseys,No,Mountain
1866,Road Bikes,No,Road
1867,Mountain Bikes,No,Road
1868,Road Bikes,No,Touring
1869,Mountain Bikes,Yes,Mountain
1870,Helmets,No,Standard
1871,Tires,Yes,Mountain
1872,Road Bikes,No,Standard
1873,Tires,No,Road
1874,Jerseys,No,Road
1875,Jerseys,Yes,Touring
1876,Mountain Bikes,No,Mountain
1877,Helmets,Yes,Road
1878,Mountain Bikes,Yes,Road
1879,Tires,Yes,Road
1880,Jerseys,No,Standard
1881,Helmets,No,Touring
1882,Jerseys,No,Standard
1883,Helmets,No,Mountain
1884,Road Bikes,Yes,Standard
1885,Tires,Yes,Road
1886,Road Bikes,No,Road
1887,Tires,Yes,Touring
1888,Tires,Yes,Touring
1889,Helmets,No,Mountain
1890,Tires,Yes,Touring
1891,Helmets,No,Road
1892,Road Bikes,Yes,Standard
1893,Road Bikes,No,Touring
1894,Jerseys,Yes,Mountain
1895,Mountain Bikes,Yes,Mountain
1896,Road Bikes,Yes,Mountain
1897,Jerseys,Yes,Road
1898,Road Bikes,No,Road
1899,Road Bikes,No,Road
1900,Helmets,Yes,Standard
1901,Helmets,No,Standard
1902,Mountain Bikes,Yes,Standard
1903,Jerseys,Yes,Standard
1904,Mountain Bikes,No,Touring
1905,Jerseys,No,Touring
1906,Tires,No,Road
1907,Jerseys,No,Road
1908,Mountain Bikes,Yes,Road
1909,Helmets,No,Standard
1910,Mountain Bikes,No,Mountain
1911,Jerseys,Yes,Standard
1912,Helmets,No,Touring
1913,Tires,No,Touring
1914,Tires,No,Road
1915,Mountain Bikes,Yes,Road
1916,Tires,No,Touring
1917,Tires,No,Mountain
1918,Jerseys,No,Mountain
1919,Road Bikes,Yes,Mountain
1920,Helmets,Yes,Touring
1921,Road Bikes,Yes,Touring
1922,Helmets,No,Standard
1923,Tires,No,Standard
1924,Tires,No,Touring
1925,Mountain Bikes,Yes,Mountain
1926,Tires,Yes,Standard
1927,Mountain Bikes,No,Touring
1928,Helmets,Yes,Road
1929,Road Bikes,Yes,Touring
1930,Tires,No,Touring
1931,Mountain Bikes,Yes,Mountain
1932,Road Bikes,Yes,Standard
1933,Mountain Bikes,No,Mountain
1934,Tires,No,Standard
1935,Tires,No,Road
1936,Mountain Bikes,Yes,Standard
1937,Jerseys,Yes,Standard
1938,Tires,No,Mountain
1939,Road Bikes,No,Touring
1940,Jerseys,No,Mountain
1941,Tires,No,Road
1942,Mountain Bikes,Yes,Touring
1943,Tires,Yes,Road
1944,Jerseys,Yes,Mountain
1945,Jerseys,No,Standard
1946,Jerseys,Yes,Mountain
1947,Helmets,No,Road
1948,Helmets,No,Standard
1949,Tires,Yes,Mountain
1950,Road Bikes,No,Mountain
1951,Mountain Bikes,No,Mountain
1952,Helmets,Yes,Road
1953,Mountain Bikes,Yes,Touring
1954,Helmets,Yes,Touring
1955,Tires,No,Standard
1956,Tires,Yes,Road
1957,Mountain Bikes,Yes,Standard
1958,Road Bikes,No,Standard
1959,Helmets,No,Touring
1960,Road Bikes,Yes,Road
1961,Road Bikes,No,Mountain
1962,Jerseys,No,Road
1963,Jerseys,No,Mountain
1964,Helmets,Yes,Mountain
1965,Mountain Bikes,Yes,Mountain
1966,Jerseys,Yes,Touring
1967,Mountain Bikes,Yes,Mountain
1968,Mountain Bikes,No,Standard
1969,Jerseys,No,Road
1970,Jerseys,Yes,Standard
1971,Mountain Bikes,Yes,Standard
1972,Helmets,No,Touring
1973,Helmets,Yes,Road
1974,Jerseys,Yes,Touring
1975,Tires,Yes,Mountain
1976,Helmets,Yes,Touring
1977,Tires,No,Mountain
1978,Helmets,Yes,Standard
1979,Helmets,Yes,Standard
1980,Jerseys,No,Road
1981,Road Bikes,Yes,Touring
1982,Tires,No,Mountain
1983,Helmets,Yes,Standard
1984,Helmets,Yes,Road
1985,Tires,No,Standard
1986,Tires,Yes,Road
1987,Tires,Yes,Standard
1988,Mountain Bikes,No,Standard
1989,Tires,No,Road
1990,Mountain Bikes,No,Mountain
1991,Jerseys,No,Touring
1992,Jerseys,No,Mountain
1993,Jerseys,No,Mountain
1994,Helmets,No,Road
1995,Mountain Bikes,No,Mountain
1996,Jerseys,Yes,Standard
1997,Mountain Bikes,No,Road
1998,Tires,Yes,Touring
1999,Road Bikes,Yes,Touring
2000,Jerseys,No,Mountain
2001,Mountain Bikes,No,Mountain
2002,Mountain Bikes,Yes,Road
2003,Jerseys,No,Road
2004,Jerseys,Yes,Touring
2005,Tires,Yes,Mountain
2006,Mountain Bikes,Yes,Touring
2007,Tires,No,Standard
2008,Tires,No,Road
2009,Tires,No,Touring
2010,Road Bikes,Yes,Standard
2011,Jerseys,Yes,Touring
2012,Helmets,Yes,Road
2013,Tires,No,Standard
2014,Tires,No,Road
2015,Road Bikes,No,Touring
2016,Helmets,Yes,Standard
2017,Mountain Bikes,No,Road
2018,Mountain Bikes,Yes,Road
2019,Jerseys,No,Mountain
2020,Mountain Bikes,No,Mountain
2021,Helmets,Yes,Mountain
2022,Road Bikes,Yes,Road
2023,Mountain Bikes,Yes,Road
2024,Road Bikes,No,Mountain
2025,Tires,Yes,Mountain
2026,Tires,Yes,Road
2027,Road Bikes,Yes,Mountain
2028,Road Bikes,No,Road
2029,Helmets,No,Touring
2030,Jerseys,No,Road
2031,Tires,No,Touring
2032,Tires,Yes,Standard
2033,Road Bikes,Yes,Road
2034,Tires,No,Touring
2035,Mountain Bikes,Yes,Mountain
2036,Helmets,Yes,Standard
2037,Mountain Bikes,Yes,Standard
2038,Mountain Bikes,Yes,Road
2039,Helmets,Yes,Mountain
2040,Mountain Bikes,Yes,Mountain
2041,Helmets,No,Standard
2042,Road Bikes,Yes,Road
2043,Road Bikes,Yes,Standard
2044,Mountain Bikes,No,Standard
2045,Mountain Bikes,Yes,Mountain
2046,Jerseys,No,Standard
2047,Road Bikes,Yes,Standard
2048,Helmets,Yes,Touring
2049,Tires,Yes,Touring
2050,Jerseys,Yes,Road
2051,Mountain Bikes,No,Mountain
2052,Tires,Yes,Mountain
2053,Helmets,No,Mountain
2054,Jerseys,No,Road
2055,Mountain Bikes,Yes,Standard
2056,Tires,No,Mountain
2057,Helmets,Yes,Mountain
2058,Road Bikes,Yes,Road
2059,Jerseys,Yes,Standard
2060,Helmets,No,Touring
2061,Road Bikes,No,Mountain
2062,Helmets,Yes,Mountain
2063,Helmets,No,Standard
2064,Helmets,Yes,Touring
2065,Jerseys,Yes,Touring
2066,Tires,Yes,Standard
2067,Mountain Bikes,No,Mountain
2068,Road Bikes,No,Touring
2069,Helmets,No,Mountain
2070,Tires,Yes,Mountain
2071,Helmets,No,Road
2072,Jerseys,Yes,Standard
2073,Tires,No,Standard
2074,Tires,Yes,Standard
2075,Tires,Yes,Mountain
2076,Helmets,No,Mountain
2077,Mountain Bikes,No,Mountain
2078,Road Bikes,No,Touring
2079,Mountain Bikes,No,Touring
2080,Helmets,No,Mountain
2081,Helmets,Yes,Touring
2082,Road Bikes,Yes,Standard
2083,Jerseys,No,Standard
2084,Mountain Bikes,No,Mountain
2085,Road Bikes,No,Standard
2086,Helmets,No,Standard
2087,Helmets,Yes,Standard
2088,Helmets,Yes,Standard
2089,Jerseys,Yes,Standard
2090,Helmets,No,Standard
2091,Tires,Yes,Mountain
2092,Road Bikes,No,Touring
2093,Tires,Yes,Mountain
2094,Tires,No,Standard
2095,Road Bikes,No,Touring
2096,Road Bikes,Yes,Standard
2097,Road Bikes,No,Road
2098,Jerseys,Yes,Road
2099,Helmets,No,Standard
2100,Helmets,No,Mountain
2101,Road Bikes,Yes,Mountain
2102,Tires,Yes,Touring
2103,Tires,Yes,Mountain
2104,Jerseys,Yes,Standard
2105,Tires,No,Road
2106,Helmets,Yes,Road
2107,Tires,No,Road
2108,Road Bikes,No,Mountain
2109,Road Bikes,No,Touring
2110,Helmets,No,Road
2111,Helmets,Yes,Touring
2112,Mountain Bikes,No,Standard
2113,Tires,Yes,Standard
2114,Jerseys,No,Mountain
2115,Helmets,No,Road
2116,Tires,Yes,Road
2117,Road Bikes,No,Touring
2118,Tires,Yes,Mountain
2119,Helmets,No,Road
2120,Mountain Bikes,No,Touring
2121,Helmets,Yes,Road
2122,Road Bikes,No,Touring
2123,Tires,Yes,Touring
2124,Jerseys,No,Road
2125,Tires,Yes,Touring
2126,Road Bikes,No,Road
2127,Mountain Bikes,Yes,Mountain
2128,Mountain Bikes,No,Road
2129,Helmets,Yes,Touring
2130,Helmets,Yes,Standard
2131,Road Bikes,Yes,Standard
2132,Helmets,No,Mountain
2133,Road Bikes,Yes,Road
2134,Road Bikes,Yes,Road
2135,Jerseys,Yes,Road
2136,Mountain Bikes,Yes,Mountain
2137,Jerseys,Yes,Standard
2138,Tires,Yes,Road
2139,Mountain Bikes,Yes,Standard
2140,Mountain Bikes,Yes,Mountain
2141,Mountain Bikes,No,Mountain
2142,Tires,Yes,Touring
2143,Mountain Bikes,No,Touring
2144,Jerseys,No,Mountain
2145,Jerseys,Yes,Road
2146,Tires,No,Road
2147,Tires,Yes,Road
2148,Road Bikes,Yes,Standard
2149,Mountain Bikes,Yes,Mountain
2150,Road Bikes,Yes,Standard
2151,Jerseys,No,Standard
2152,Tires,Yes,Touring
2153,Jerseys,No,Standard
2154,Tires,No,Road
2155,Jerseys,No,Standard
2156,Tires,Yes,Touring
2157,Helmets,Yes,Road
2158,Mountain Bikes,No,Touring
2159,Mountain Bikes,No,Touring
2160,Mountain Bikes,Yes,Standard
2161,Tires,No,Road
2162,Jerseys,Yes,Mountain
2163,Mountain Bikes,No,Mountain
2164,Jerseys,Yes,Touring
2165,Helmets,No,Mountain
2166,Tires,Yes,Standard
2167,Road Bikes,Yes,Mountain
2168,Road Bikes,Yes,Mountain
2169,Mountain Bikes,Yes,Mountain
2170,Tires,Yes,Road
2171,Helmets,Yes,Mountain
2172,Mountain Bikes,Yes,Touring
2173,Road Bikes,No,Road
2174,Mountain Bikes,Yes,Road
2175,Tires,No,Road
2176,Helmets,Yes,Touring
2177,Jerseys,No,Mountain
2178,Tires,Yes,Standard
2179,Jerseys,Yes,Standard
2180,Tires,No,Mountain
2181,Tires,Yes,Standard
2182,Jerseys,Yes,Touring
2183,Road Bikes,No,Mountain
2184,Road Bikes,Yes,Mountain
2185,Jerseys,No,Touring
2186,Tires,Yes,Road
2187,Helmets,Yes,Standard
2188,Jerseys,Yes,Road
2189,Mountain Bikes,Yes,Road
2190,Tires,Yes,Mountain
2191,Road Bikes,Yes,Mountain
2192,Helmets,Yes,Touring
2193,Jerseys,No,Road
2194,Jerseys,Yes,Road
2195,Tires,No,Mountain
2196,Road Bikes,Yes,Touring
2197,Road Bikes,Yes,Mountain
2198,Helmets,Yes,Mountain
2199,Jerseys,No,Mountain
2200,Road Bikes,Yes,Touring
2201,Mountain Bikes,No,Standard
2202,Helmets,Yes,Standard
2203,Helmets,No,Standard
2204,Road Bikes,Yes,Standard
2205,Road Bikes,No,Touring
2206,Mountain Bikes,No,Touring
2207,Jerseys,Yes,Mountain
2208,Jerseys,No,Mountain
2209,Tires,Yes,Touring
2210,Tires,No,Road
2211,Helmets,No,Mountain
2212,Tires,No,Touring
2213,Tires,No,Mountain
2214,Road Bikes,No,Road
2215,Tires,Yes,Standard
2216,Helmets,Yes,Road
2217,Helmets,No,Road
2218,Tires,No,Touring
2219,Road Bikes,No,Road
2220,Jerseys,Yes,Touring
2221,Tires,Yes,Mountain
2222,Mountain Bikes,Yes,Standard
2223,Mountain Bikes,Yes,Mountain
2224,Helmets,No,Touring
2225,Jerseys,Yes,Mountain
2226,Helmets,Yes,Touring
2227,Road Bikes,No,Touring
2228,Road Bikes,No,Mountain
2229,Tires,No,Mountain
2230,Road Bikes,Yes,Standard
2231,Jerseys,No,Standard
2232,Mountain Bikes,Yes,Standard
2233,Jerseys,No,Standard
2234,Helmets,Yes,Road
2235,Helmets,Yes,Road
2236,Road Bikes,No,Mountain
2237,Tires,Yes,Standard
2238,Tires,No,Road
2239,Helmets,Yes,Standard
2240,Mountain Bikes,Yes,Standard
2241,Jerseys,No,Mountain
2242,Helmets,No,Mountain
2243,Road Bikes,Yes,Road
2244,Helmets,No,Road
2245,Jerseys,No,Mountain
2246,Road Bikes,Yes,Mountain
2247,Tires,No,Standard
2248,Jerseys,Yes,Road
2249,Helmets,No,Standard
2250,Road Bikes,Yes,Road
